source,target,edge_type,year,series,weight
person:PERS_36dabb79,person:PERS_e9545a0b,person_person_same_session,2018,Roerich Readings,1
person:PERS_36dabb79,person:PERS_ed83f502,person_person_same_session,2015,Roerich Readings,1
person:PERS_36dabb79,person:PERS_f074f69f,person_person_same_session,2020,Roerich Readings,1
person:PERS_377db63e,person:PERS_7d6f456c,person_person_same_session,2026,Zograf Readings,1
person:PERS_377db63e,person:PERS_829c1de5,person_person_same_session,2026,Zograf Readings,1
person:PERS_377db63e,person:PERS_92f41884,person_person_same_session,2026,Zograf Readings,1
person:PERS_377db63e,person:PERS_94f33410,person_person_same_session,2026,Zograf Readings,1
person:PERS_377db63e,person:PERS_9e9c9566,person_person_same_session,2026,Zograf Readings,1
person:PERS_377db63e,person:PERS_e4aab278,person_person_same_session,2026,Zograf Readings,1
person:PERS_377db63e,person:PERS_fb25c80f,person_person_same_session,2026,Zograf Readings,1
person:PERS_37bb2d43,person:PERS_5f6689e8,person_person_same_session,2025,Zograf Readings,1
person:PERS_37bb2d43,person:PERS_8df81b6d,person_person_same_session,2025,Zograf Readings,1
person:PERS_37bb2d43,person:PERS_bbd15f4f,person_person_same_session,2024,Zograf Readings,1
person:PERS_37bb2d43,person:PERS_c6bbcef3,person_person_same_session,2025,Zograf Readings,1
person:PERS_37bb2d43,person:PERS_efc88709,person_person_same_session,2025,Zograf Readings,1
person:PERS_37bb2d43,person:PERS_f56c5a7e,person_person_same_session,2025,Zograf Readings,1
person:PERS_37bb2d43,person:PERS_f5a69b65,person_person_same_session,2025,Zograf Readings,1
person:PERS_37bb2d43,person:PERS_f82b6a8e,person_person_same_session,2025,Zograf Readings,1
person:PERS_37c15317,person:PERS_5e6bef63,person_person_same_session,2024,Zograf Readings,1
person:PERS_37c15317,person:PERS_7f908d49,person_person_same_session,2024,Zograf Readings,1
person:PERS_37c15317,person:PERS_8df3730a,person_person_same_session,2024,Zograf Readings,1
person:PERS_37c15317,person:PERS_91b473b1,person_person_same_session,2024,Zograf Readings,1
person:PERS_37c15317,person:PERS_9e9c9566,person_person_same_session,2024,Zograf Readings,1
person:PERS_37d557c2,person:PERS_44440578,person_person_same_session,2026,Zograf Readings,1
person:PERS_37d557c2,person:PERS_58b39545,person_person_same_session,2025,Zograf Readings,1
person:PERS_37d557c2,person:PERS_6441d568,person_person_same_session,2025,Zograf Readings,1
person:PERS_37d557c2,person:PERS_6441d568,person_person_same_session,2026,Zograf Readings,1
person:PERS_37d557c2,person:PERS_8df3730a,person_person_same_session,2025,Zograf Readings,1
person:PERS_37d557c2,person:PERS_936e1165,person_person_same_session,2026,Zograf Readings,1
person:PERS_37d557c2,person:PERS_cb52ebc2,person_person_same_session,2025,Zograf Readings,1
person:PERS_37d557c2,person:PERS_cb52ebc2,person_person_same_session,2026,Zograf Readings,1
person:PERS_37d557c2,person:PERS_d98da899,person_person_same_session,2025,Zograf Readings,1
person:PERS_37d557c2,person:PERS_d98da899,person_person_same_session,2026,Zograf Readings,1
person:PERS_37d557c2,person:PERS_f19cd8a1,person_person_same_session,2026,Zograf Readings,1
person:PERS_37d557c2,person:PERS_f1a308b7,person_person_same_session,2026,Zograf Readings,1
person:PERS_37f98454,person:PERS_3e105f43,person_person_same_session,2006,Zograf Readings,1
person:PERS_37f98454,person:PERS_61202bf3,person_person_same_session,2008,Zograf Readings,1
person:PERS_37f98454,person:PERS_8516d1e4,person_person_same_session,2006,Zograf Readings,1
person:PERS_37f98454,person:PERS_929cab5a,person_person_same_session,2008,Zograf Readings,1
person:PERS_37f98454,person:PERS_96b8b195,person_person_same_session,2006,Zograf Readings,1
person:PERS_37f98454,person:PERS_ba81468a,person_person_same_session,2006,Zograf Readings,1
person:PERS_37f98454,person:PERS_c48611e0,person_person_same_session,2006,Zograf Readings,1
person:PERS_37f98454,person:PERS_c48611e0,person_person_same_session,2008,Zograf Readings,1
person:PERS_37f98454,person:PERS_c5677a3f,person_person_same_session,2006,Zograf Readings,1
person:PERS_37f98454,person:PERS_c58aa839,person_person_same_session,2006,Zograf Readings,1
person:PERS_37f98454,person:PERS_c58aa839,person_person_same_session,2008,Zograf Readings,1
person:PERS_37f98454,person:PERS_e1dd6b3e,person_person_same_session,2008,Zograf Readings,1
person:PERS_37f98454,person:PERS_e5a5ac24,person_person_same_session,2006,Zograf Readings,1
person:PERS_37f98454,person:PERS_f2fef030,person_person_same_session,2008,Zograf Readings,1
person:PERS_37f98454,person:PERS_f5b8b340,person_person_same_session,2006,Zograf Readings,1
person:PERS_38c5f03f,person:PERS_3c202afd,person_person_same_session,2009,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_40862f5e,person_person_same_session,2010,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_5d52a475,person_person_same_session,2009,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_829c1de5,person_person_same_session,2010,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_92868e4f,person_person_same_session,2009,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_92868e4f,person_person_same_session,2018,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_9374fd12,person_person_same_session,2010,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_9374fd12,person_person_same_session,2018,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_b8bade8d,person_person_same_session,2010,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_d2559ba1,person_person_same_session,2009,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_d2559ba1,person_person_same_session,2018,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_da862dde,person_person_same_session,2013,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_ebb6d156,person_person_same_session,2018,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_f074f69f,person_person_same_session,2013,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_f2fef030,person_person_same_session,2009,Roerich Readings,1
person:PERS_38c5f03f,person:PERS_f2fef030,person_person_same_session,2013,Roerich Readings,1
person:PERS_3b190078,person:PERS_3e105f43,person_person_same_session,2007,Zograf Readings,1
person:PERS_3b190078,person:PERS_40862f5e,person_person_same_session,2009,Zograf Readings,1
person:PERS_3b190078,person:PERS_4ebb20aa,person_person_same_session,2012,Zograf Readings,1
person:PERS_3b190078,person:PERS_61202bf3,person_person_same_session,2007,Zograf Readings,1
person:PERS_3b190078,person:PERS_829c1de5,person_person_same_session,2007,Zograf Readings,1
person:PERS_3b190078,person:PERS_829c1de5,person_person_same_session,2009,Zograf Readings,1
person:PERS_3b190078,person:PERS_829c1de5,person_person_same_session,2012,Zograf Readings,1
person:PERS_3b190078,person:PERS_92868e4f,person_person_same_session,2009,Zograf Readings,1
person:PERS_3b190078,person:PERS_929cab5a,person_person_same_session,2009,Zograf Readings,1
person:PERS_3b190078,person:PERS_9a855a7b,person_person_same_session,2009,Zograf Readings,1
person:PERS_3b190078,person:PERS_9a855a7b,person_person_same_session,2012,Zograf Readings,1
person:PERS_3b190078,person:PERS_b2c121e9,person_person_same_session,2007,Zograf Readings,1
person:PERS_3b190078,person:PERS_c0d95426,person_person_same_session,2007,Zograf Readings,1
person:PERS_3b190078,person:PERS_c5aeda15,person_person_same_session,2009,Zograf Readings,1
person:PERS_3b190078,person:PERS_d018b6eb,person_person_same_session,2007,Zograf Readings,1
person:PERS_3b190078,person:PERS_d218805b,person_person_same_session,2009,Zograf Readings,1
person:PERS_3b190078,person:PERS_d218805b,person_person_same_session,2012,Zograf Readings,1
person:PERS_3b190078,person:PERS_d98da899,person_person_same_session,2007,Zograf Readings,1
person:PERS_3b190078,person:PERS_d98da899,person_person_same_session,2009,Zograf Readings,1
person:PERS_3b196639,person:PERS_3d3b302d,person_person_same_session,2022,Zograf Readings,1
person:PERS_3b196639,person:PERS_467d4dbb,person_person_same_session,2021,Zograf Readings,1
person:PERS_3b196639,person:PERS_50d73711,person_person_same_session,2020,Zograf Readings,1
person:PERS_3b196639,person:PERS_50d73711,person_person_same_session,2020,Roerich Readings,1
person:PERS_3b196639,person:PERS_50d73711,person_person_same_session,2023,Zograf Readings,1
person:PERS_3b196639,person:PERS_554c138a,person_person_same_session,2020,Roerich Readings,1
person:PERS_3b196639,person:PERS_58b39545,person_person_same_session,2021,Roerich Readings,1
person:PERS_3b196639,person:PERS_58b39545,person_person_same_session,2022,Zograf Readings,1
person:PERS_3b196639,person:PERS_5d34c947,person_person_same_session,2020,Zograf Readings,1
person:PERS_3b196639,person:PERS_6578b52d,person_person_same_session,2016,Roerich Readings,1
person:PERS_3b196639,person:PERS_6578b52d,person_person_same_session,2019,Roerich Readings,1
person:PERS_3b196639,person:PERS_68e9019d,person_person_same_session,2023,Zograf Readings,1
person:PERS_3b196639,person:PERS_72506535,person_person_same_session,2021,Roerich Readings,1
person:PERS_3b196639,person:PERS_72506535,person_person_same_session,2022,Zograf Readings,1
person:PERS_3b196639,person:PERS_7542d270,person_person_same_session,2019,Zograf Readings,1
person:PERS_3b196639,person:PERS_8108c314,person_person_same_session,2020,Zograf Readings,1
person:PERS_3b196639,person:PERS_8516d1e4,person_person_same_session,2020,Zograf Readings,1
person:PERS_3b196639,person:PERS_8516d1e4,person_person_same_session,2023,Zograf Readings,1
person:PERS_3b196639,person:PERS_8df3730a,person_person_same_session,2019,Zograf Readings,1
person:PERS_3b196639,person:PERS_9374fd12,person_person_same_session,2022,Roerich Readings,1
person:PERS_3b196639,person:PERS_9e9c9566,person_person_same_session,2023,Zograf Readings,1
person:PERS_3b196639,person:PERS_a1484b38,person_person_same_session,2020,Zograf Readings,1
person:PERS_3b196639,person:PERS_c48611e0,person_person_same_session,2023,Zograf Readings,1
person:PERS_3b196639,person:PERS_c52dfaa0,person_person_same_session,2019,Zograf Readings,1
person:PERS_3b196639,person:PERS_cea040bb,person_person_same_session,2019,Zograf Readings,1
person:PERS_3b196639,person:PERS_cfb92c5f,person_person_same_session,2022,Roerich Readings,1
person:PERS_3b196639,person:PERS_d98da899,person_person_same_session,2022,Zograf Readings,1
person:PERS_3b196639,person:PERS_dd7de77e,person_person_same_session,2019,Zograf Readings,1
person:PERS_3b196639,person:PERS_dfaf6803,person_person_same_session,2016,Roerich Readings,1
person:PERS_3b196639,person:PERS_e1dd6b3e,person_person_same_session,2022,Roerich Readings,1
person:PERS_3b196639,person:PERS_e30ad8b7,person_person_same_session,2022,Zograf Readings,1
person:PERS_3b196639,person:PERS_e31ca12d,person_person_same_session,2016,Roerich Readings,1
person:PERS_3b196639,person:PERS_e31ca12d,person_person_same_session,2019,Roerich Readings,1
person:PERS_3b196639,person:PERS_e31ca12d,person_person_same_session,2020,Zograf Readings,1
person:PERS_3b196639,person:PERS_e31ca12d,person_person_same_session,2020,Roerich Readings,1
person:PERS_3b196639,person:PERS_e31ca12d,person_person_same_session,2021,Roerich Readings,1
person:PERS_3b196639,person:PERS_e31ca12d,person_person_same_session,2022,Zograf Readings,1
person:PERS_3b196639,person:PERS_e31ca12d,person_person_same_session,2022,Roerich Readings,1
person:PERS_3b196639,person:PERS_efc88709,person_person_same_session,2021,Roerich Readings,1
person:PERS_3b196639,person:PERS_f19cd8a1,person_person_same_session,2023,Zograf Readings,1
person:PERS_3b196639,person:PERS_f2fef030,person_person_same_session,2016,Roerich Readings,1
person:PERS_3b196639,person:PERS_f2fef030,person_person_same_session,2020,Roerich Readings,1
person:PERS_3b196639,person:PERS_fb25c80f,person_person_same_session,2023,Zograf Readings,1
person:PERS_3c202afd,person:PERS_3e105f43,person_person_same_session,2011,Zograf Readings,1
person:PERS_3c202afd,person:PERS_56508328,person_person_same_session,2026,Zograf Readings,1
person:PERS_3c202afd,person:PERS_587b08ec,person_person_same_session,2024,Zograf Readings,1
person:PERS_3c202afd,person:PERS_5d52a475,person_person_same_session,2009,Roerich Readings,1
person:PERS_3c202afd,person:PERS_5ed752d9,person_person_same_session,2021,Roerich Readings,1
person:PERS_3c202afd,person:PERS_61202bf3,person_person_same_session,2004,Zograf Readings,1
person:PERS_3c202afd,person:PERS_6ae5c779,person_person_same_session,2024,Zograf Readings,1
person:PERS_3c202afd,person:PERS_6e211759,person_person_same_session,2025,Zograf Readings,1
person:PERS_3c202afd,person:PERS_6e211759,person_person_same_session,2026,Zograf Readings,1
person:PERS_3c202afd,person:PERS_92868e4f,person_person_same_session,2009,Roerich Readings,1
person:PERS_3c202afd,person:PERS_93e2effb,person_person_same_session,2024,Zograf Readings,1
person:PERS_3c202afd,person:PERS_93e2effb,person_person_same_session,2025,Zograf Readings,1
person:PERS_3c202afd,person:PERS_9ad66151,person_person_same_session,2004,Zograf Readings,1
person:PERS_3c202afd,person:PERS_a0264ac5,person_person_same_session,2026,Zograf Readings,1
person:PERS_3c202afd,person:PERS_a84aedaa,person_person_same_session,2011,Zograf Readings,1
person:PERS_3c202afd,person:PERS_b4cdbfb8,person_person_same_session,2004,Zograf Readings,1
person:PERS_3c202afd,person:PERS_b6d1bf05,person_person_same_session,2021,Roerich Readings,1
person:PERS_3c202afd,person:PERS_bdaaf440,person_person_same_session,2004,Zograf Readings,1
person:PERS_3c202afd,person:PERS_c0d95426,person_person_same_session,2004,Zograf Readings,1
person:PERS_3c202afd,person:PERS_c48611e0,person_person_same_session,2024,Zograf Readings,1
person:PERS_3c202afd,person:PERS_c48611e0,person_person_same_session,2025,Zograf Readings,1
person:PERS_3c202afd,person:PERS_c5677a3f,person_person_same_session,2011,Zograf Readings,1
person:PERS_3c202afd,person:PERS_c9d44ed0,person_person_same_session,2004,Zograf Readings,1
person:PERS_3c202afd,person:PERS_d2559ba1,person_person_same_session,2009,Roerich Readings,1
person:PERS_3c202afd,person:PERS_da862dde,person_person_same_session,2021,Roerich Readings,1
person:PERS_3c202afd,person:PERS_e5a5ac24,person_person_same_session,2011,Zograf Readings,1
person:PERS_3c202afd,person:PERS_e72d4c09,person_person_same_session,2021,Roerich Readings,1
person:PERS_3c202afd,person:PERS_ea44fd14,person_person_same_session,2021,Roerich Readings,1
person:PERS_3c202afd,person:PERS_f074f69f,person_person_same_session,2024,Zograf Readings,1
person:PERS_3c202afd,person:PERS_f074f69f,person_person_same_session,2025,Zograf Readings,1
person:PERS_3c202afd,person:PERS_f2fef030,person_person_same_session,2009,Roerich Readings,1
person:PERS_3c202afd,person:PERS_f8e06692,person_person_same_session,2011,Zograf Readings,1
person:PERS_3c202afd,person:PERS_fb25c80f,person_person_same_session,2025,Zograf Readings,1
person:PERS_3c7d41ac,person:PERS_41d6aa73,person_person_same_session,2015,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_41d6aa73,person_person_same_session,2017,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_45a76880,person_person_same_session,2021,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_5228da95,person_person_same_session,2017,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_526da44f,person_person_same_session,2015,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_5ed752d9,person_person_same_session,2017,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_61202bf3,person_person_same_session,2012,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_8e117242,person_person_same_session,2018,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_8e117242,person_person_same_session,2021,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_92868e4f,person_person_same_session,2010,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_9f398436,person_person_same_session,2021,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_b8bade8d,person_person_same_session,2012,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_c52dfaa0,person_person_same_session,2012,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_c52dfaa0,person_person_same_session,2015,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_cdbd7a15,person_person_same_session,2010,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_da862dde,person_person_same_session,2018,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_db0a826b,person_person_same_session,2010,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_de59a2bc,person_person_same_session,2010,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_e9545a0b,person_person_same_session,2018,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_e9545a0b,person_person_same_session,2021,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_ea44fd14,person_person_same_session,2017,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_ebb6d156,person_person_same_session,2015,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_ee3448c3,person_person_same_session,2012,Roerich Readings,1
person:PERS_3c7d41ac,person:PERS_f2fef030,person_person_same_session,2010,Roerich Readings,1
person:PERS_3ccc9bd7,person:PERS_40862f5e,person_person_same_session,2021,Roerich Readings,1
person:PERS_3ccc9bd7,person:PERS_48b3bec3,person_person_same_session,2024,Roerich Readings,1
person:PERS_3ccc9bd7,person:PERS_52d3f72c,person_person_same_session,2021,Roerich Readings,1
person:PERS_3ccc9bd7,person:PERS_5f6fa17b,person_person_same_session,2021,Roerich Readings,1
person:PERS_3ccc9bd7,person:PERS_8516d1e4,person_person_same_session,2024,Roerich Readings,1
person:PERS_3ccc9bd7,person:PERS_a8983673,person_person_same_session,2024,Roerich Readings,1
person:PERS_3ccc9bd7,person:PERS_f074f69f,person_person_same_session,2021,Roerich Readings,1
person:PERS_3d22e8d4,person:PERS_c48611e0,person_person_same_session,2007,Zograf Readings,1
person:PERS_3d22e8d4,person:PERS_c52dfaa0,person_person_same_session,2007,Zograf Readings,1
person:PERS_3d22e8d4,person:PERS_c5677a3f,person_person_same_session,2007,Zograf Readings,1
person:PERS_3d22e8d4,person:PERS_c58aa839,person_person_same_session,2007,Zograf Readings,1
person:PERS_3d22e8d4,person:PERS_f5b8b340,person_person_same_session,2007,Zograf Readings,1
person:PERS_3d22e8d4,person:PERS_fb25c80f,person_person_same_session,2007,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_40862f5e,person_person_same_session,2026,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_56508328,person_person_same_session,2007,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_58b39545,person_person_same_session,2022,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_58b39545,person_person_same_session,2026,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_72506535,person_person_same_session,2022,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_9a855a7b,person_person_same_session,2026,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_d98da899,person_person_same_session,2022,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_e30ad8b7,person_person_same_session,2022,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_e31ca12d,person_person_same_session,2022,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_f2fef030,person_person_same_session,2007,Zograf Readings,1
person:PERS_3d3b302d,person:PERS_f3cf67c6,person_person_same_session,2026,Zograf Readings,1
person:PERS_3d4df70f,person:PERS_7f908d49,person_person_same_session,2012,Zograf Readings,1
person:PERS_3d4df70f,person:PERS_c52dfaa0,person_person_same_session,2012,Zograf Readings,1
person:PERS_3d4df70f,person:PERS_f19cd8a1,person_person_same_session,2012,Zograf Readings,1
person:PERS_3d4df70f,person:PERS_f940c5b3,person_person_same_session,2012,Zograf Readings,1
person:PERS_3e105f43,person:PERS_40862f5e,person_person_same_session,2008,Zograf Readings,1
person:PERS_3e105f43,person:PERS_40862f5e,person_person_same_session,2012,Zograf Readings,1
person:PERS_3e105f43,person:PERS_40862f5e,person_person_same_session,2017,Zograf Readings,1
person:PERS_3e105f43,person:PERS_40862f5e,person_person_same_session,2021,Zograf Readings,1
person:PERS_3e105f43,person:PERS_40862f5e,person_person_same_session,2022,Zograf Readings,1
person:PERS_3e105f43,person:PERS_40f75cf9,person_person_same_session,2023,Zograf Readings,1
person:PERS_3e105f43,person:PERS_410c5a08,person_person_same_session,2004,Zograf Readings,1
person:PERS_3e105f43,person:PERS_5d34c947,person_person_same_session,2019,Zograf Readings,1
person:PERS_3e105f43,person:PERS_61202bf3,person_person_same_session,2007,Zograf Readings,1
person:PERS_3e105f43,person:PERS_61202bf3,person_person_same_session,2009,Zograf Readings,1
person:PERS_3e105f43,person:PERS_61202bf3,person_person_same_session,2010,Zograf Readings,1
person:PERS_3e105f43,person:PERS_61202bf3,person_person_same_session,2012,Zograf Readings,1
person:PERS_3e105f43,person:PERS_6e211759,person_person_same_session,2012,Zograf Readings,1
person:PERS_3e105f43,person:PERS_6e211759,person_person_same_session,2021,Zograf Readings,1
person:PERS_3e105f43,person:PERS_7853fddb,person_person_same_session,2008,Zograf Readings,1
person:PERS_3e105f43,person:PERS_800ac07e,person_person_same_session,2010,Zograf Readings,1
person:PERS_3e105f43,person:PERS_8108c314,person_person_same_session,2012,Zograf Readings,1
person:PERS_3e105f43,person:PERS_829c1de5,person_person_same_session,2004,Zograf Readings,1
person:PERS_3e105f43,person:PERS_829c1de5,person_person_same_session,2007,Zograf Readings,1
person:PERS_3e105f43,person:PERS_829c1de5,person_person_same_session,2008,Zograf Readings,1
person:PERS_3e105f43,person:PERS_829c1de5,person_person_same_session,2019,Zograf Readings,1
person:PERS_3e105f43,person:PERS_829c1de5,person_person_same_session,2022,Zograf Readings,1
person:PERS_3e105f43,person:PERS_839d97c7,person_person_same_session,2009,Zograf Readings,1
person:PERS_3e105f43,person:PERS_8516d1e4,person_person_same_session,2006,Zograf Readings,1
person:PERS_3e105f43,person:PERS_8516d1e4,person_person_same_session,2019,Zograf Readings,1
person:PERS_3e105f43,person:PERS_85a048b8,person_person_same_session,2023,Zograf Readings,1
person:PERS_3e105f43,person:PERS_8e117242,person_person_same_session,2019,Zograf Readings,1
person:PERS_3e105f43,person:PERS_8e117242,person_person_same_session,2021,Zograf Readings,1
person:PERS_3e105f43,person:PERS_92868e4f,person_person_same_session,2010,Zograf Readings,1
person:PERS_3e105f43,person:PERS_92f293f8,person_person_same_session,2012,Zograf Readings,1
person:PERS_3e105f43,person:PERS_93e2effb,person_person_same_session,2017,Zograf Readings,1
person:PERS_3e105f43,person:PERS_93e2effb,person_person_same_session,2022,Zograf Readings,1
person:PERS_3e105f43,person:PERS_96b8b195,person_person_same_session,2004,Zograf Readings,1
person:PERS_3e105f43,person:PERS_96b8b195,person_person_same_session,2006,Zograf Readings,1
person:PERS_3e105f43,person:PERS_9a855a7b,person_person_same_session,2004,Zograf Readings,1
person:PERS_3e105f43,person:PERS_9a855a7b,person_person_same_session,2008,Zograf Readings,1
person:PERS_3e105f43,person:PERS_9ad66151,person_person_same_session,2009,Zograf Readings,1
person:PERS_3e105f43,person:PERS_a0264ac5,person_person_same_session,2023,Zograf Readings,1
person:PERS_3e105f43,person:PERS_a84aedaa,person_person_same_session,2009,Zograf Readings,1
person:PERS_3e105f43,person:PERS_a84aedaa,person_person_same_session,2011,Zograf Readings,1
person:PERS_3e105f43,person:PERS_a84aedaa,person_person_same_session,2014,Zograf Readings,1
person:PERS_3e105f43,person:PERS_a84aedaa,person_person_same_session,2015,Zograf Readings,1
person:PERS_3e105f43,person:PERS_a84aedaa,person_person_same_session,2021,Zograf Readings,1
person:PERS_3e105f43,person:PERS_a84aedaa,person_person_same_session,2022,Zograf Readings,1
person:PERS_3e105f43,person:PERS_b2c121e9,person_person_same_session,2007,Zograf Readings,1
person:PERS_3e105f43,person:PERS_ba537782,person_person_same_session,2004,Zograf Readings,1
person:PERS_3e105f43,person:PERS_ba81468a,person_person_same_session,2004,Zograf Readings,1
person:PERS_3e105f43,person:PERS_ba81468a,person_person_same_session,2006,Zograf Readings,1
person:PERS_3e105f43,person:PERS_ba81468a,person_person_same_session,2008,Zograf Readings,1
person:PERS_3e105f43,person:PERS_ba81468a,person_person_same_session,2015,Zograf Readings,1
person:PERS_3e105f43,person:PERS_bc97fb65,person_person_same_session,2008,Zograf Readings,1
person:PERS_3e105f43,person:PERS_bcaec2d8,person_person_same_session,2022,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c0d95426,person_person_same_session,2007,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c1cc76b9,person_person_same_session,2015,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c48611e0,person_person_same_session,2006,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c48611e0,person_person_same_session,2014,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c48611e0,person_person_same_session,2017,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c48611e0,person_person_same_session,2022,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c5677a3f,person_person_same_session,2006,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c5677a3f,person_person_same_session,2009,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c5677a3f,person_person_same_session,2010,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c5677a3f,person_person_same_session,2011,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c5677a3f,person_person_same_session,2012,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c5677a3f,person_person_same_session,2014,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c5677a3f,person_person_same_session,2019,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c5677a3f,person_person_same_session,2021,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c58aa839,person_person_same_session,2004,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c58aa839,person_person_same_session,2006,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c58aa839,person_person_same_session,2009,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c58aa839,person_person_same_session,2010,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c58aa839,person_person_same_session,2012,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c58aa839,person_person_same_session,2013,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c58aa839,person_person_same_session,2014,Zograf Readings,1
person:PERS_3e105f43,person:PERS_c58aa839,person_person_same_session,2019,Zograf Readings,1
person:PERS_3e105f43,person:PERS_ce100d3f,person_person_same_session,2014,Zograf Readings,1
person:PERS_3e105f43,person:PERS_cfb92c5f,person_person_same_session,2019,Zograf Readings,1
person:PERS_3e105f43,person:PERS_d018b6eb,person_person_same_session,2007,Zograf Readings,1
person:PERS_3e105f43,person:PERS_d218805b,person_person_same_session,2019,Zograf Readings,1
person:PERS_3e105f43,person:PERS_d218805b,person_person_same_session,2022,Zograf Readings,1
person:PERS_3e105f43,person:PERS_d98da899,person_person_same_session,2007,Zograf Readings,1
person:PERS_3e105f43,person:PERS_d98da899,person_person_same_session,2008,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e1dd6b3e,person_person_same_session,2014,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e31ca12d,person_person_same_session,2015,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e31ca12d,person_person_same_session,2023,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e5a5ac24,person_person_same_session,2004,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e5a5ac24,person_person_same_session,2006,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e5a5ac24,person_person_same_session,2008,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e5a5ac24,person_person_same_session,2009,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e5a5ac24,person_person_same_session,2010,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e5a5ac24,person_person_same_session,2011,Zograf Readings,1
person:PERS_3e105f43,person:PERS_e72d4c09,person_person_same_session,2012,Zograf Readings,1
person:PERS_3e105f43,person:PERS_ebb6d156,person_person_same_session,2017,Zograf Readings,1
person:PERS_3e105f43,person:PERS_f074f69f,person_person_same_session,2014,Zograf Readings,1
person:PERS_3e105f43,person:PERS_f074f69f,person_person_same_session,2017,Zograf Readings,1
